id,Height_M,Spread_M,Carbon_Sequest_YR,Pollution_Removal_in_1_year,Pollution_Removal_in_2_years,Pollution_Removal_in_3_year,Pollution_Removal_in_4_years,Pollution_Removal_in_5_years,Actual_Pollution_Year_grams,lat,lon
269,33.0,23.0,16.5,1907.7244693402754,1954.140167948986,2000.5558665576964,2046.971565166407,2093.3872637751174,2222.7,51.526808,-0.12121400000000002
272,11.0,10.0,11.9,520.7830725440531,567.1987711527636,613.6144697614741,660.0301683701848,706.4458669788953,381.6,51.563801,-0.143554
276,10.0,6.0,7.7,154.3559688776936,200.7716674864041,247.1873660951146,293.6030647038252,340.01876331253584,125.5,51.541851,-0.176748
281,16.0,8.0,19.2,352.1521262630457,398.5678248717562,444.98352348046694,491.39922208917733,537.814920697888,278.2,51.5512,-0.15295799999999998
286,12.0,4.0,18.9,-54.375017422375265,-7.9593188136647655,38.45637979504579,84.8720784037564,131.2877770124669,89.1,51.556642,-0.149604
297,19.0,9.0,5.6,519.9550691395086,566.3707677482191,612.7864663569296,659.2021649656401,705.6178635743506,340.3,51.52492,-0.12216300000000001
307,24.0,16.0,14.3,1184.791775546592,1231.2074741553024,1277.6231727640131,1324.0388713727236,1370.4545699814341,1057.0,51.535016999999996,-0.131918
311,29.0,20.0,30.4,1543.7929285643227,1590.2086271730332,1636.6243257817437,1683.0400243904542,1729.4557229991651,1651.5,51.527715,-0.131404
316,23.0,16.0,26.0,1134.390956650761,1180.8066552594717,1227.2223538681822,1273.6380524768927,1320.0537510856034,1057.0,51.514181,-0.127831
323,14.0,6.0,19.5,147.28611571838678,193.70181432709728,240.11751293580778,286.5332115445184,332.9489101532289,250.7,51.557302,-0.149101
331,21.0,10.0,15.7,594.6254944015129,641.0411930102237,687.4568916189339,733.8725902276447,780.2882888363552,453.0,51.519444,-0.11023
335,16.0,8.0,9.8,385.6252902593038,432.04098886801444,478.45668747672505,524.8723860854354,571.2880846941462,278.2,51.550092,-0.153108
341,14.0,10.0,15.9,532.7514109066849,579.1671095153954,625.5828081241059,671.9985067328166,718.4142053415269,434.6,51.538089,-0.150523
342,24.0,13.0,17.2,894.9806091767246,941.396307785435,987.8120063941456,1034.2277050028563,1080.6434036115668,685.4,51.525317,-0.12336199999999999
361,17.0,12.0,31.8,688.667040826366,735.0827394350767,781.498438043787,827.9141366524977,874.3298352612082,578.8,51.562619,-0.14480099999999999
362,14.0,13.0,29.5,763.8064915384393,810.2221901471501,856.6378887558608,903.0535873645711,949.4692859732818,467.3,51.556003000000004,-0.17710499999999998
369,12.0,7.0,18.4,226.88980920376662,273.3055078124771,319.72120642118784,366.13690502989834,412.55260363860884,248.7,51.551413000000004,-0.20652199999999998
396,15.0,12.0,20.4,711.7873293187236,758.2030279274343,804.6187265361448,851.0344251448553,897.450123753566,470.7,51.552960999999996,-0.20588
416,12.0,6.0,16.5,140.49421510770514,186.90991371641564,233.32561232512626,279.74131093383687,326.15700954254737,155.2,51.55254,-0.157872
420,18.0,15.0,24.5,1002.883909371566,1049.2996079802765,1095.715306588987,1142.1310051976977,1188.5467038064082,830.6,51.554161,-0.19705699999999998
433,15.0,10.0,33.2,479.88395789916615,526.2996565078768,572.7153551165873,619.1310537252978,665.5467523340085,454.5,51.560116,-0.192424
443,20.0,18.0,37.8,1252.4821077616248,1298.8978063703353,1345.3135049790458,1391.7292035877563,1438.144902196467,1243.2,51.549046000000004,-0.148061
465,22.0,16.0,33.8,1097.877939838484,1144.2936384471946,1190.709337055905,1237.1250356646156,1283.5407342733263,1038.3,51.529637,-0.14140899999999998
472,15.0,7.0,20.7,244.91180488487055,291.32750349358116,337.7432021022918,384.1589007110023,430.5745993197128,248.7,51.552440000000004,-0.20467
477,31.0,18.0,34.7,1359.6326690274645,1406.0483676361753,1452.4640662448858,1498.879764853596,1545.295463462307,1491.2,51.521035999999995,-0.12665099999999999
486,18.0,11.0,19.3,648.7551932435947,695.1708918523052,741.5865904610157,788.0022890697264,834.4179876784367,508.4,51.530578000000006,-0.13424
494,16.0,9.0,20.9,439.25991533775095,485.6756139464617,532.091312555172,578.5070111638827,624.9227097725934,340.3,51.55492,-0.184401
505,22.0,10.0,23.4,575.9434003688964,622.3590989776067,668.7747975863174,715.1904961950281,761.6061948037384,626.0,51.528721999999995,-0.14063599999999998
529,21.0,16.0,39.3,1069.5551652806105,1115.9708638893212,1162.3865624980317,1208.8022611067422,1255.217959715453,1057.0,51.53115,-0.133419
532,13.0,8.0,21.3,318.4618410517784,364.8775396604889,411.2932382691995,457.7089368779099,504.1246354866206,302.7,51.548778999999996,-0.202395
536,17.0,12.0,18.0,737.8084943527876,784.2241929614981,830.6398915702086,877.0555901789194,923.4712887876296,584.0,51.554671,-0.208037
538,22.0,20.0,38.5,1453.7871434130645,1500.2028420217755,1546.6185406304858,1593.0342392391963,1639.4499378479072,1578.6,51.534927,-0.12978900000000002
542,17.0,6.0,7.3,216.94224735116552,263.357945959876,309.77364456858663,356.18934317729725,402.60504178600775,169.6,51.54213,-0.130591
552,22.0,18.0,39.1,1265.3276656907785,1311.743364299489,1358.1590629081995,1404.5747615169103,1450.9904601256208,1361.3,51.515846999999994,-0.126396
557,13.0,7.0,8.6,270.5247758024816,316.9404744111921,363.3561730199026,409.7718716286132,456.1875702373237,248.7,51.532942999999996,-0.130171
565,35.0,20.0,42.5,1553.1296082273889,1599.545306836099,1645.9610054448094,1692.3767040535204,1738.7924026622309,1768.1,51.52158,-0.12548399999999998
566,10.0,4.0,17.4,-66.5083803728852,-20.092681764174642,26.323016844535914,72.73871545324641,119.15441406195703,76.4,51.55703,-0.149572
574,38.0,16.0,12.2,1314.5935998547204,1361.0092984634312,1407.4249970721417,1453.8406956808521,1500.2563942895624,1949.4,51.521529,-0.127255
580,7.0,5.0,2.0,55.27984144035645,101.69554004906706,148.11123865777768,194.52693726648818,240.94263587519868,38.0,51.55344,-0.208804
585,26.0,18.0,31.0,1329.1212129065289,1375.5369115152394,1421.9526101239499,1468.3683087326601,1514.784007341371,1337.7,51.519206,-0.119296
590,17.0,9.0,14.3,471.4997622781651,517.9154608868757,564.3311594955865,610.746858104297,657.1625567130075,352.1,51.539544,-0.13151400000000002
593,9.0,6.0,14.2,122.47221942660121,168.8879180353117,215.3036166440222,261.7193152527328,308.13501386144344,125.5,51.551142,-0.194827
599,18.0,13.0,28.8,801.2488245443697,847.6645231530799,894.0802217617907,940.4959203705014,986.9116189792117,685.4,51.549822,-0.132211
603,8.0,5.0,13.0,24.84653026011722,71.26222886882772,117.67792747753833,164.09362608624895,210.50932469495945,87.5,51.557219,-0.149983
608,21.0,14.0,25.4,932.729823509999,979.1455221187096,1025.56122072742,1071.9769193361308,1118.3926179448413,809.2,51.552841,-0.15427000000000002
612,26.0,20.0,33.4,1506.8977659491582,1553.3134645578684,1599.7291631665794,1646.1448617752899,1692.5605603840004,1622.3,51.528484000000006,-0.14106400000000002
619,18.0,10.0,11.3,584.0815459961686,630.4972446048794,676.9129432135901,723.3286418223004,769.7443404310111,169.6,51.543582,-0.16151600000000002
635,16.0,10.0,14.7,554.4994060688862,600.9151046775964,647.3308032863072,693.7465018950174,740.1622005037282,412.9,51.562487,-0.14415799999999998
637,20.0,10.0,11.0,602.624663754473,649.0403623631835,695.456060971894,741.8717595806045,788.287458189315,442.0,51.518301,-0.129147
639,25.0,15.0,23.8,1066.5384803130037,1112.9541789217142,1159.3698775304247,1205.7855761391352,1252.201274747846,904.4,51.543014,-0.17713900000000002
641,20.0,9.0,14.1,498.4241951923166,544.8398938010271,591.2555924097378,637.6712910184483,684.0869896271588,372.8,51.541495,-0.130342
647,11.0,8.0,23.6,292.7967735070363,339.2124721157468,385.6281707244575,432.0438693331679,478.4595679418785,279.7,51.544662,-0.12947899999999998
649,22.0,12.0,21.9,767.6077554950798,814.0234541037901,860.4391527125008,906.8548513212111,953.2705499299218,626.0,51.5333,-0.136542
651,17.0,11.0,35.8,581.2616948603127,627.6773934690234,674.0930920777339,720.5087906864444,766.9244892951549,499.6,51.540985,-0.167452
655,28.0,20.0,33.3,1524.7286887288183,1571.1443873375292,1617.5600859462397,1663.9757845549502,1710.3914831636607,1651.5,51.521969,-0.122451
658,22.0,12.0,19.1,777.5784851960927,823.9941838048032,870.4098824135137,916.8255810222242,963.241279630935,626.0,51.542436,-0.13461099999999998
659,20.0,13.0,25.8,829.4065745143646,875.8222731230753,922.237971731786,968.6536703404963,1015.069368949207,697.8,51.566288,-0.147765
663,20.0,14.0,19.0,946.7826501814311,993.1983487901418,1039.614047398852,1086.0297460075628,1132.4454446162733,794.9,51.546799,-0.127657
669,25.0,16.0,31.2,1133.3487124963608,1179.7644111050713,1226.180109713782,1272.5958083224925,1319.011506931203,1112.9,51.516673,-0.12645499999999998
677,21.0,12.0,36.5,706.8801094089138,753.2958080176243,799.711506626335,846.1272052350453,892.542903843756,615.5,51.52709,-0.120281
680,22.0,14.0,25.4,941.4672361551684,987.8829347638787,1034.2986333725894,1080.7143319813001,1127.1300305900104,823.5,51.513578,-0.12884600000000002
682,25.0,16.0,21.2,1168.9584614285504,1215.374160037261,1261.7898586459714,1308.2055572546822,1354.6212558633924,1075.6,51.515177,-0.124403
693,18.0,10.0,41.1,477.96449417824397,524.3801927869547,570.7958913956652,617.2115900043757,663.6272886130862,427.5,51.538573,-0.13996199999999998
694,13.0,8.0,21.3,318.4618410517784,364.8775396604889,411.2932382691995,457.7089368779099,504.1246354866206,328.5,51.557203,-0.160687
704,23.0,11.0,32.3,646.1495828575942,692.5652814663049,738.9809800750154,785.3966786837259,831.8123772924364,230.9,51.521653,-0.137373
708,14.0,10.0,19.0,521.7123887377061,568.1280873464166,614.5437859551271,660.9594845638378,707.3751831725483,434.6,51.559221,-0.14310599999999998
716,37.0,17.0,41.1,1296.1054591887012,1342.5211577974117,1388.9368564061222,1435.3525550148327,1481.7682536235434,1768.1,51.521288,-0.12696500000000002
722,20.0,8.0,11.4,414.8773810108304,461.293079619541,507.7087782282514,554.124476836962,600.5401754456725,301.6,51.529097,-0.136516
723,18.0,12.0,19.1,742.6288346154158,789.0445332241266,835.4602318328368,881.8759304415476,928.2916290502583,454.5,51.550471,-0.15177000000000002
736,10.0,10.0,13.1,507.77249002702104,554.1881886357316,600.6038872444421,647.0195858531526,693.4352844618634,366.0,51.552759,-0.15754300000000002
743,5.0,2.0,0.7,-237.05005566832966,-190.63435705961916,-144.21865845090855,-97.80295984219805,-51.387261233487436,16.3,51.539077,-0.12390599999999999
747,23.0,18.0,31.9,1299.704097567124,1346.1197961758348,1392.535494784545,1438.9511933932558,1485.3668920019663,1302.3,51.553135,-0.153917
748,20.0,14.0,21.3,938.5924079270276,985.0081065357383,1031.4238051444486,1077.8395037531593,1124.2552023618696,794.9,51.5299,-0.14432899999999999
750,3.5,2.0,0.6,-249.80007714676157,-203.384378538051,-156.9686799293405,-110.5529813206299,-64.13728271191934,13.8,51.533765,-0.14140899999999998
756,13.0,13.0,21.7,782.8446830603782,829.2603816690885,875.6760802777992,922.0917788865099,968.5074774952202,685.4,51.562055,-0.148707
759,21.0,15.0,13.0,1070.0473585790915,1116.463057187802,1162.8787557965127,1209.2944544052232,1255.7101530139337,301.6,51.521829,-0.125527
764,17.0,12.0,15.2,747.7792240538006,794.1949226625113,840.6106212712218,887.0263198799323,933.4420184886428,584.0,51.554573,-0.20796199999999998
767,22.0,17.0,22.9,1229.854012567748,1276.2697111764587,1322.685409785169,1369.1011083938797,1415.5168070025904,1161.6,51.548885,-0.157736
768,11.0,5.0,21.0,22.570969049873156,68.98666765858377,115.40236626729438,161.81806487600488,208.23376348471538,127.8,51.522023,-0.113561
775,17.0,10.0,13.5,567.5099885859179,613.9256871946284,660.3413858033389,706.7570844120496,753.1727830207601,412.9,51.558301,-0.148383
777,21.0,11.0,11.6,702.3869378568882,748.8026364655987,795.2183350743092,841.6340336830199,888.0497322917304,372.8,51.521202,-0.130127
782,18.0,12.0,35.3,684.9410413452688,731.3567399539795,777.7724385626898,824.1881371714005,870.6038357801112,594.5,51.549633,-0.17594300000000002
802,7.0,3.0,1.4,-128.90646641006708,-82.49076780135653,-36.07506919264597,10.34062941606453,56.756328024775144,41.2,51.548943,-0.157156
819,16.0,10.0,30.7,497.5238077773828,543.9395063860932,590.3552049948039,636.7709036035144,683.1866022122249,412.9,51.538683,-0.13918599999999998
828,10.0,5.0,6.1,66.89208231366649,113.30778092237699,159.7234795310875,206.139178139798,252.5548767485085,111.9,51.548819,-0.188229
836,20.0,14.0,32.6,898.3533916336535,944.769090242364,991.1847888510745,1037.6004874597852,1084.0161860684955,794.9,51.552440000000004,-0.192714
838,12.0,8.0,20.6,312.21711083186244,358.63280944057294,405.04850804928344,451.46420665799405,497.87990526670467,258.9,51.548268,-0.201881
840,20.0,12.0,33.6,708.4695239540795,754.8852225627902,801.3009211715005,847.7166197802112,894.1323183889217,605.0,51.557384000000006,-0.18909700000000002
846,16.0,10.0,17.9,543.1042864105855,589.5199850192957,635.9356836280065,682.351382236717,728.7670808454275,412.9,51.550754,-0.135653
854,20.0,6.0,10.7,231.04717064972863,277.46286925843924,323.87856786714974,370.29426647586035,416.70996508457085,169.6,51.5213,-0.138218
863,20.0,10.0,10.6,604.0490537117605,650.464752320471,696.8804509291815,743.2961495378922,789.7118481466025,454.5,51.515525,-0.128554
879,18.0,12.0,11.5,769.6922438038798,816.1079424125905,862.523641021301,908.9393396300115,955.3550382387223,594.5,51.527065,-0.132787
880,22.0,16.0,18.6,1152.004758215412,1198.4204568241225,1244.8361554328333,1291.2518540415435,1337.6675526502543,1038.3,51.515399,-0.12673
884,22.0,10.0,26.4,565.2604756892395,611.67617429795,658.0918729066605,704.5075715153712,750.9232701240817,460.3,51.521596,-0.11053199999999999
886,15.0,7.0,21.0,243.8435124169049,290.2592110256154,336.6749096343261,383.0906082430366,429.5063068517471,340.3,51.539983,-0.16761700000000002
887,14.0,12.0,41.9,626.4889564693472,672.9046550780574,719.3203536867682,765.7360522954787,812.1517509041892,466.2,51.540349,-0.16680799999999998
898,17.0,9.0,13.9,472.92415223545277,519.3398508441635,565.755549452874,612.1712480615845,658.586946670295,352.1,51.564282,-0.14285799999999998
907,17.0,12.0,16.3,743.8621516712599,790.2778502799704,836.6935488886809,883.1092474973916,929.5249461061019,584.0,51.553861,-0.207265
908,21.0,18.0,32.8,1279.0243948728887,1325.4400934815992,1371.8557920903097,1418.2714906990204,1464.687189307731,1278.7,51.545293,-0.13126400000000002
910,24.0,15.0,40.5,998.3327869510779,1044.7484855597886,1091.164184168499,1137.5798827772096,1183.99558138592,945.4,51.527194,-0.141002
913,32.0,14.0,42.0,969.7291793794254,1016.1448779881362,1062.5605765968467,1108.9762752055572,1155.3919738142679,923.5,51.534012,-0.136123
921,18.0,10.0,13.1,577.6717911883745,624.0874897970853,670.503188405796,716.9188870145063,763.334585623217,294.6,51.521675,-0.12533699999999998
933,29.0,21.0,39.2,1605.6177958971734,1652.033494505884,1698.4491931145944,1744.864891723305,1791.2805903320154,1788.6,51.525490999999995,-0.11629500000000001
936,16.0,10.0,26.3,513.1920973075462,559.6077959162567,606.0234945249672,652.4391931336777,698.8548917423884,434.6,51.541365,-0.133011
939,20.0,6.0,7.1,243.86668026531686,290.2823788740275,336.698077482738,383.1137760914486,429.5294747001591,169.6,51.541891,-0.130504
952,18.0,12.0,15.7,754.7361492523603,801.151847861071,847.5675464697813,893.983245078492,940.3989436872025,594.5,51.555608,-0.20857699999999998
962,14.0,8.0,27.2,306.18950182695573,352.60520043566623,399.02089904437685,445.43659765308746,491.85229626179785,357.1,51.561287,-0.191892
966,9.0,6.0,2.8,163.0673332092972,209.4830318180077,255.89873042671832,302.31442903542893,348.73012764413943,89.1,51.551497999999995,-0.20246
969,16.0,8.0,6.0,399.15699485353593,445.57269346224643,491.98839207095705,538.4040906796674,584.8197892883782,278.2,51.524501,-0.12268299999999999
972,18.0,12.0,5.7,790.3458981845497,836.7615967932604,883.1772954019709,929.5929940106814,976.0086926193921,29.6,51.55853,-0.191369
980,21.0,17.0,19.0,1235.0044020061328,1281.4201006148435,1327.8357992235537,1374.2514978322645,1420.667196440975,1161.6,51.553267,-0.157185
981,6.0,3.0,2.7,-142.2731464164209,-95.85744780771034,-49.44174919899979,-3.0260505902892874,43.389648018421326,30.3,51.564042,-0.146563
992,9.0,5.0,7.8,52.10101235002503,98.51671095873553,144.93240956744603,191.34810817615653,237.76380678486726,98.6,51.541073,-0.155701
996,20.0,12.0,8.4,798.2060912631971,844.6217898719078,891.0374884806181,937.4531870893288,983.8688856980393,578.8,51.524938,-0.122084
1013,22.0,14.0,12.0,989.1842997243023,1035.5999983330128,1082.0156969417233,1128.431395550434,1174.8470941591445,794.9,51.515014,-0.126945
1034,27.0,17.0,38.4,1218.3459649487002,1264.7616635574109,1311.1773621661214,1357.5930607748319,1404.0087593835426,1214.3,51.524189,-0.12101500000000001
1042,15.0,11.0,31.2,580.1673540787815,626.583052687492,672.9987512962027,719.4144499049132,765.8301485136237,468.2,51.536783,-0.136482
1054,19.0,11.0,32.6,610.1316398089518,656.5473384176623,702.9630370263728,749.3787356350836,795.7944342437941,517.2,51.562121999999995,-0.148349
1064,22.0,7.0,12.9,333.8492975681628,380.2649961768734,426.680694785584,473.0963933942945,519.5120920030051,230.9,51.542565,-0.134265
1066,22.0,17.0,33.3,1192.8198736782708,1239.2355722869816,1285.651270895692,1332.0669695044026,1378.4826681131133,1161.6,51.54739,-0.175731
1074,17.0,10.0,33.5,496.29049072153884,542.7061893302493,589.1218879389598,635.5375865476706,681.9532851563811,982.3,51.520801,-0.135329
1078,21.0,14.0,24.6,935.5786034245741,981.9943020332848,1028.410000641995,1074.8256992507058,1121.2413978594166,823.5,51.544067,-0.173965
1083,17.0,12.0,19.4,732.8231295022811,779.2388281109918,825.6545267197021,872.0702253284128,918.4859239371231,605.0,51.55189,-0.154804
1086,12.0,6.0,4.6,182.86981633701066,229.28551494572116,275.7012135544318,322.1169121631424,368.5326107718529,195.6,51.51833,-0.12600899999999998
1102,20.0,15.0,24.7,1019.6465396832607,1066.0622382919712,1112.4779369006817,1158.8936355093922,1205.3093341181027,904.4,51.525933,-0.121842
1107,24.0,23.0,37.8,1753.2389903081885,1799.6546889168994,1846.07038752561,1892.4860861343204,1938.9017847430314,2087.7,51.535596000000005,-0.13021
1108,18.0,10.0,14.4,573.04252382719,619.4582224359006,665.8739210446113,712.2896196533218,758.7053182620323,427.5,51.521338,-0.121967
1111,23.0,8.0,16.0,424.7091344375308,471.1248330462414,517.5405316549518,563.9562302636625,610.371928872373,301.6,51.521861,-0.130583
1113,10.0,6.0,3.5,169.31206342921314,215.72776203792375,262.14346064663425,308.55915925534475,354.97485786405537,173.8,51.542604,-0.13444
1114,10.0,6.0,10.5,144.38523917668056,190.80093778539106,237.21663639410156,283.63233500281206,330.0480336115228,125.5,51.55168,-0.137955
1132,14.0,6.0,12.5,172.21293997091936,218.62863857962998,265.0443371883405,311.460035797051,357.8757344057615,250.7,51.523513,-0.13781600000000002
1133,30.0,18.0,33.9,1353.7440362968707,1400.1597349055814,1446.5754335142917,1492.9911321230022,1539.406830731713,1385.0,51.542745000000004,-0.13580799999999998
1137,23.0,15.0,13.8,1084.6734039548546,1131.0891025635653,1177.5048011722758,1223.9204997809863,1270.336198389697,929.0,51.515238000000004,-0.11786700000000001
1153,21.0,18.0,39.0,1256.946350534931,1303.3620491436418,1349.777747752352,1396.193446361063,1442.6091449697735,1278.7,51.530459,-0.129938
1156,12.0,6.0,4.0,185.00640127294207,231.42209988165257,277.83779849036307,324.2534970990738,370.6691957077843,221.1,51.552797,-0.175816
1158,12.0,7.0,25.2,202.6751799298778,249.0908785385883,295.5065771472989,341.9222757560094,388.3379743647199,248.7,51.550649,-0.20585100000000003
1160,12.0,7.0,21.3,216.56298201343168,262.9786806221422,309.3943792308528,355.8100778395633,402.2257764482739,248.7,51.55058,-0.205583
1165,18.0,10.0,22.2,545.2669196600821,591.6826182687928,638.0983168775035,684.5140154862138,730.9297140949245,454.5,51.552825,-0.21068499999999998
1166,22.0,13.0,22.9,857.2082269950381,903.6239256037488,950.0396242124591,996.4553228211698,1042.8710214298806,722.4,51.570646999999994,-0.149351
1172,7.0,6.0,4.4,139.8949480898084,186.31064669851912,232.72634530722962,279.1420439159401,325.5577425246506,113.8,51.520159,-0.132722
1175,17.0,12.0,21.8,724.2767897585557,770.6924883672662,817.1081869759767,863.5238855846872,909.9395841933976,1140.5,51.519228999999996,-0.12044
1179,22.0,12.0,41.3,698.5248425666321,744.9405411753426,791.3562397840531,837.7719383927636,884.1876370014741,605.0,51.513822,-0.128288
1196,20.0,13.0,16.7,861.811446042657,908.2271446513678,954.6428432600785,1001.0585418687888,1047.4742404774995,605.0,51.550244,-0.1526
1208,14.0,9.0,21.8,418.58021264351544,464.99591125222605,511.4116098609368,557.827308469647,604.2430070783578,376.5,51.552611,-0.195971
1210,15.0,5.0,4.2,117.34499783662841,163.7606964453389,210.17639505404952,256.59209366276,303.00779227147063,89.1,51.527031,-0.13338599999999998
1211,8.0,4.0,14.7,-74.36857345153248,-27.952874842821927,18.462823765888743,64.87852237459924,111.29422098330974,57.5,51.556927,-0.14965799999999999
1214,10.0,4.0,16.1,-61.879113011700554,-15.463414402990054,30.952284205720503,77.367982814431,123.78368142314162,76.4,51.556773,-0.149843
1215,19.0,13.0,27.3,815.3276995293672,861.7433981380777,908.1590967467882,954.574795355499,1000.9904939642092,697.8,51.5621,-0.14845
1224,18.0,10.0,33.1,506.4522933239956,552.8679919327062,599.283690541417,645.6993891501272,692.115087758838,787.8,51.545811,-0.168094
1225,17.0,10.0,14.3,564.6612086713428,611.0769072800531,657.4926058887638,703.9083044974745,750.3240031061848,420.2,51.564328,-0.142926
1226,17.0,9.0,21.0,447.6412304935982,494.0569291023088,540.4726277110194,586.8883263197299,633.3040249284406,428.0,51.53157,-0.130575
1244,13.0,7.0,18.6,234.91502687029208,281.3307254790026,327.7464240877131,374.1621226964237,420.5778213051342,275.3,51.554879,-0.20771399999999998
1245,11.0,6.0,17.5,128.19582756931698,174.61152617802747,221.0272247867381,267.4429233954487,313.8586220041592,139.2,51.548127,-0.201959
1247,21.0,10.0,23.8,565.7815977664395,612.19729637515,658.6129949838605,705.028693592571,751.4443922012817,453.0,51.522601,-0.136397
1261,13.0,5.0,23.3,31.855552085808085,78.27125069451859,124.68694930322908,171.1026479119397,217.5183465206503,169.4,51.555081,-0.166797
